# name                   RA(J2000)     Dec(J2000)    z      r    tier  exposure    status  comment
P2987                  16:29:21.84  +41:33:55.5  0.161  18.4 D1   2 x 5 min   primary fading, last spec 24.4 yr ago; DR16 quasar | WHY: nan
P17336                 08:35:14.65  +15:10:09.8  0.213  18.5 D1   2 x 6 min   primary fading, last spec 20.5 yr ago; DR16 quasar | WHY: nan
P15681                 08:03:40.52  +16:07:26.0  0.148  18.1 D1   2 x 4 min   primary fading, last spec 20.8 yr ago; DR16 quasar | WHY: nan
P20272                 09:05:20.80  +10:21:50.7  0.179  18.4 D1   2 x 5 min   primary fading, last spec 22.6 yr ago; DR16 quasar | WHY: nan
P21240                 09:30:17.71  +47:07:21.1  0.160  17.3 K    2 x 4 min   backup  fading, last spec 12.6 yr ago; DR16 quasar | WHY: KNOWN changer (nan) with recent photometric motion; optical fainter by 0.41 mag since the 7315-56685-958 spectrum (ZTF vs synthetic); W1 faded 0.44 mag 2014-24; W1 amplitude 0.67 mag; log Edd -0.83; manifold prior P_hb 0.10, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 4.338
P20040                 09:03:15.11  +01:06:23.1  0.122  18.1 K    2 x 4 min   backup  brightening, last spec 0.5 yr ago; DR16 quasar | WHY: KNOWN changer (nan) with recent photometric motion; optical brighter by 0.32 mag since the 471-51924-299 spectrum (ZTF vs synthetic); W1 faded 0.39 mag 2014-24; W1-W2 bluer by 0.25; W1 amplitude 0.69 mag; manifold prior P_hb 0.19, direction turn-off-like; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 4.092
P17445                 08:35:22.54  +06:01:28.9  0.452  18.5 K    2 x 6 min   backup  brightening, last spec 22.8 yr ago; DR16 quasar | WHY: KNOWN changer (turn-on) with recent photometric motion; optical brighter by 1.20 mag since the 1297-52963-46 spectrum (ZTF vs synthetic); W1 brightened 0.50 mag 2014-24; W1 amplitude 0.46 mag; log Edd -1.51; manifold prior P_hb 0.05, direction neutral; oct27: x1.0 moon, 11 min + 5 overhead -> yield/h 3.75
P21757                 09:59:05.12  +62:52:41.8  0.289  18.3 D2   2 x 4 min   backup  brightening, last spec 25.6 yr ago; DR16 quasar | WHY: P(broad Hbeta rose > 2x) = 0.79, P(continuum brightened) = 0.19; optical brighter by 0.97 mag since the 487-51943-154 spectrum (ZTF vs synthetic); W1 brightened 0.31 mag 2014-24; manifold prior P_hb 0.11, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 3.627
P25057                 10:59:07.09  +47:23:31.0  0.212  18.2 D2   2 x 4 min   backup  brightening, last spec 23.7 yr ago; DR16 quasar | WHY: P(broad Hbeta rose > 2x) = 0.75, P(continuum brightened) = 0.07; optical brighter by 0.93 mag since the 963-52643-40 spectrum (ZTF vs synthetic); W1 faded 0.65 mag 2014-24; W1-W2 redder by 0.12; manifold prior P_hb 0.17, direction turn-off-like; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 3.483
P19455                 09:29:19.93  +43:41:16.6  0.242  18.1 D2   2 x 4 min   backup  brightening, last spec 24.6 yr ago; DR16 quasar | WHY: P(broad Hbeta rose > 2x) = 0.74, P(continuum brightened) = 0.31; optical brighter by 0.86 mag since the 870-52325-496 spectrum (ZTF vs synthetic); W1 brightened 0.62 mag 2014-24; W1 amplitude 0.86 mag; manifold prior P_hb 0.09, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 3.434
P19923                 09:08:26.74  +00:21:37.4  0.163  17.6 K    2 x 4 min   backup  brightening, last spec 25.7 yr ago; DR16 quasar | WHY: KNOWN changer (nan) with recent photometric motion; optical brighter by 0.80 mag since the 471-51924-89 spectrum (ZTF vs synthetic); W1 brightened 0.18 mag 2014-24; W1 amplitude 0.53 mag; manifold prior P_hb 0.17, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 3.137
J075934.95+322143.3    07:59:34.95  +32:21:43.3  0.269  18.4 K    2 x 5 min   backup  flat/unknown, last spec 1.6 yr ago; Zeltyn+2024 object | WHY: KNOWN changer (Zeltyn CL-AGN): ZTF r moved -0.28 mag since the last spectrum; W1 slope +0.18 mag/yr; last spectrum 1.6 yr ago; oct27: x1.0 moon, 10 min + 5 overhead -> yield/h 3.135
P25349                 10:52:24.07  +37:30:04.5  0.374  18.1 D2   2 x 4 min   backup  brightening, last spec 21.4 yr ago; DR16 quasar | WHY: P(broad Hbeta rose > 2x) = 0.67, P(continuum brightened) = 0.25; optical brighter by 0.78 mag since the 2090-53463-536 spectrum (ZTF vs synthetic); W1 brightened 0.19 mag 2014-24; W1-W2 redder by 0.13; W1 amplitude 0.54 mag; log Edd -2.07; manifold prior P_hb 0.06, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 3.11
P5318                  21:38:57.39  +01:07:07.0  0.276  18.1 D2   2 x 4 min   backup  brightening, last spec 24.2 yr ago; DR16 quasar | WHY: P(broad Hbeta rose > 2x) = 0.67, P(continuum brightened) = 0.10; optical brighter by 0.84 mag since the 989-52468-606 spectrum (ZTF vs synthetic); manifold prior P_hb 0.05, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 3.092
P14388                 07:59:34.95  +32:21:43.3  0.269  18.3 K    2 x 4 min   backup  brightening, last spec 1.6 yr ago; DR16 quasar | WHY: KNOWN changer (nan) with recent photometric motion; optical brighter by 0.56 mag since the 890-52583-634 spectrum (ZTF vs synthetic); W1 faded 0.17 mag 2014-24; W1-W2 redder by 0.08; log Edd -1.48; manifold prior P_hb 0.10, direction turn-on-like; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 3.09
P15786                 08:11:20.58  +14:12:43.2  0.153  18.2 K    2 x 4 min   backup  brightening, last spec 1.8 yr ago; DR16 quasar | WHY: KNOWN changer (turn-on) with recent photometric motion; optical brighter by 0.81 mag since the 4499-55572-161 spectrum (ZTF vs synthetic); W1 brightened 0.16 mag 2014-24; W1 amplitude 0.64 mag; manifold prior P_hb 0.09, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 3.055
P16912                 08:41:10.88  +02:29:52.1  0.332  18.3 D2   2 x 4 min   backup  brightening, last spec 24.8 yr ago; DR16 quasar | WHY: P(broad Hbeta rose > 2x) = 0.66, P(continuum brightened) = 0.36; optical brighter by 1.01 mag since the 564-52224-278 spectrum (ZTF vs synthetic); W1 brightened 0.38 mag 2014-24; W1-W2 redder by 0.13; W1 amplitude 0.79 mag; log Edd -1.76; manifold prior P_hb 0.07, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 3.026
P16757                 08:31:25.12  +56:09:25.2  0.232  18.5 K    2 x 6 min   backup  fading, last spec 21.7 yr ago; DR16 quasar | WHY: KNOWN changer (turn-off) with recent photometric motion; optical fainter by 0.22 mag since the 1783-53386-520 spectrum (ZTF vs synthetic); W1 brightened 0.29 mag 2014-24; log Edd -1.14; manifold prior P_hb 0.13, direction neutral; oct27: x1.0 moon, 11 min + 5 overhead -> yield/h 2.945
P21919                 09:56:27.01  +54:04:15.0  0.207  17.9 D2   2 x 4 min   backup  brightening, last spec 18.5 yr ago; DR16 quasar | WHY: P(broad Hbeta rose > 2x) = 0.63, P(continuum brightened) = 0.49; optical brighter by 0.91 mag since the 769-54530-79 spectrum (ZTF vs synthetic); W1 brightened 0.76 mag 2014-24; W1-W2 redder by 0.19; W1 amplitude 0.76 mag; log Edd -1.03; manifold prior P_hb 0.07, direction turn-off-like; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 2.915
P20003                 09:07:39.52  +59:18:52.2  0.195  18.5 D2   2 x 6 min   backup  brightening, last spec 25.7 yr ago; DR16 quasar | WHY: P(broad Hbeta rose > 2x) = 0.78, P(continuum brightened) = 0.38; optical brighter by 0.87 mag since the 484-51907-378 spectrum (ZTF vs synthetic); W1 brightened 0.52 mag 2014-24; W1-W2 redder by 0.12; W1 amplitude 0.61 mag; manifold prior P_hb 0.09, direction neutral; oct27: x1.0 moon, 11 min + 5 overhead -> yield/h 2.908
J083716.47+035606.1    08:37:16.47  +03:56:06.1  0.063  17.2 K    2 x 4 min   backup  flat/unknown, last spec 4.5 yr ago; Zeltyn+2024 object | WHY: KNOWN changer (Zeltyn CL-AGN): ZTF r moved -0.02 mag since the last spectrum; W1 slope +0.21 mag/yr; state-reversal candidate; last spectrum 4.5 yr ago; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 2.84
P17881                 08:38:26.50  +37:19:06.7  0.211  18.5 K    2 x 6 min   backup  brightening, last spec 1.5 yr ago; DR16 quasar | WHY: KNOWN changer (turn-on) with recent photometric motion; optical brighter by 0.48 mag since the 864-52320-335 spectrum (ZTF vs synthetic); W1 faded 0.23 mag 2014-24; W1-W2 redder by 0.10; W1 amplitude 0.49 mag; manifold prior P_hb 0.19, direction neutral; oct27: x1.0 moon, 11 min + 5 overhead -> yield/h 2.745
P5182                  21:02:00.43  +00:05:01.9  0.329  18.7 K    2 x 8 min   backup  fading, last spec 24.3 yr ago; DR16 quasar | WHY: KNOWN changer (turn-off / dimming; turn-off) with recent photometric motion; optical fainter by 0.27 mag since the 985-52431-352 spectrum (ZTF vs synthetic); W1 brightened 0.45 mag 2014-24; W1-W2 redder by 0.30; W1 amplitude 0.69 mag; log Edd -1.49; manifold prior P_hb 0.05, direction turn-off-like; oct27: x1.0 moon, 16 min + 5 overhead -> yield/h 2.723
G5656716943262242816   22:25:59.67  +20:19:44.8  0.155  17.9 D2   2 x 4 min   backup  brightening, last spec nan yr ago; turn-on arm: SDSS narrow-line AGN galaxy | WHY: TURN-ON candidate (galaxy parent, AGN, z=0.155): W1 brightened 0.57 mag and W2 0.96 mag 2014-24 (20/33 sigma); ZTF g brighter than the archival spectrum by 0.35 mag (host-offset corrected), ZTF amplitude 0.98; W1-W2 reddened by +0.38 (nucleus emerging); score 0.84 = literature success rate of this trigger set; oct27: x0.7 moon, 8 min + 5 overhead -> yield/h 2.714
G4931652796468713472   22:29:24.18  -01:55:16.5  0.134  17.7 D2   2 x 4 min   backup  brightening, last spec nan yr ago; turn-on arm: SDSS narrow-line AGN galaxy | WHY: TURN-ON candidate (galaxy parent, AGN BROADLINE, z=0.134): W1 brightened 0.41 mag and W2 0.54 mag 2014-24 (15/20 sigma); ZTF g brighter than the archival spectrum by 0.47 mag (host-offset corrected), ZTF amplitude 0.94; W1-W2 reddened by +0.13 (nucleus emerging); score 0.84 = literature success rate of this trigger set; oct27: x0.7 moon, 8 min + 5 overhead -> yield/h 2.714
P18057                 08:36:46.86  +15:12:59.0  0.280  18.1 K    2 x 4 min   backup  brightening, last spec 20.5 yr ago; DR16 quasar | WHY: KNOWN changer (turn-on) with recent photometric motion; optical brighter by 1.01 mag since the 2427-53815-420 spectrum (ZTF vs synthetic); W1 amplitude 0.41 mag; log Edd -1.90; manifold prior P_hb 0.03, direction turn-on-like; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 2.596
G2202315251028879360   10:18:56.26  +30:22:36.2  0.123  18.0 D2   2 x 4 min   backup  brightening (IR), last spec nan yr ago; turn-on arm: SDSS narrow-line AGN galaxy | WHY: TURN-ON candidate (galaxy parent, AGN, z=0.123): W1 brightened 0.26 mag and W2 0.39 mag 2014-24 (6/10 sigma); optical change +0.03 mag; W1-W2 reddened by +0.14 (nucleus emerging); score 0.54 = literature success rate of this trigger set; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 2.492
G486460534498027520    07:36:46.66  +39:32:55.4  0.107  17.9 D2   2 x 4 min   backup  brightening (IR), last spec nan yr ago; turn-on arm: SDSS narrow-line AGN galaxy | WHY: TURN-ON candidate (galaxy parent, AGN, z=0.107): W1 brightened 0.21 mag and W2 0.34 mag 2014-24 (8/12 sigma); optical change +0.04 mag; W1-W2 reddened by +0.13 (nucleus emerging); score 0.54 = literature success rate of this trigger set; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 2.492
G547284143793268736    09:31:16.36  +61:53:05.1  0.164  17.8 D2   2 x 4 min   backup  brightening (IR), last spec nan yr ago; turn-on arm: SDSS narrow-line AGN galaxy | WHY: TURN-ON candidate (galaxy parent, AGN BROADLINE, z=0.164): W1 brightened 0.23 mag and W2 0.40 mag 2014-24 (8/14 sigma); optical change +0.02 mag; W1-W2 reddened by +0.18 (nucleus emerging); score 0.54 = literature success rate of this trigger set; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 2.492
G2012133841531070464   09:26:02.26  +63:41:49.6  0.116  18.0 D2   2 x 4 min   backup  brightening (IR), last spec nan yr ago; turn-on arm: SDSS narrow-line AGN galaxy | WHY: TURN-ON candidate (galaxy parent, AGN, z=0.116): W1 brightened 0.28 mag and W2 0.47 mag 2014-24 (10/17 sigma); optical change -0.04 mag; W1-W2 reddened by +0.19 (nucleus emerging); score 0.54 = literature success rate of this trigger set; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 2.492
G1050515509822384128   08:37:22.38  +33:39:54.9  0.071  17.2 D2   2 x 4 min   backup  brightening (IR), last spec nan yr ago; turn-on arm: SDSS narrow-line AGN galaxy | WHY: TURN-ON candidate (galaxy parent, AGN, z=0.071): W1 brightened 0.30 mag and W2 0.45 mag 2014-24 (8/13 sigma); optical change -0.00 mag; W1-W2 reddened by +0.16 (nucleus emerging); score 0.54 = literature success rate of this trigger set; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 2.492
G628370659268913152    09:51:35.26  +57:55:53.4  0.142  18.2 D2   2 x 4 min   backup  brightening, last spec nan yr ago; turn-on arm: SDSS narrow-line AGN galaxy | WHY: TURN-ON candidate (galaxy parent, AGN, z=0.142): W1 brightened 0.21 mag and W2 0.35 mag 2014-24 (6/10 sigma); optical change -0.27 mag; W1-W2 reddened by +0.14 (nucleus emerging); score 0.54 = literature success rate of this trigger set; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 2.492
G1956944381407684608   08:59:22.64  +10:01:32.3  0.167  18.1 D2   2 x 4 min   backup  brightening (IR), last spec nan yr ago; turn-on arm: SDSS narrow-line AGN galaxy | WHY: TURN-ON candidate (galaxy parent, AGN, z=0.167): W1 brightened 0.41 mag and W2 0.70 mag 2014-24 (13/23 sigma); optical change -0.10 mag; W1-W2 reddened by +0.29 (nucleus emerging); score 0.54 = literature success rate of this trigger set; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 2.492
G1959231915332495360   09:27:25.37  +11:34:19.7  0.135  18.2 D2   2 x 4 min   backup  brightening (IR), last spec nan yr ago; turn-on arm: SDSS narrow-line AGN galaxy | WHY: TURN-ON candidate (galaxy parent, AGN, z=0.135): W1 brightened 0.27 mag and W2 0.44 mag 2014-24 (8/12 sigma); optical change -0.16 mag; W1-W2 reddened by +0.16 (nucleus emerging); score 0.54 = literature success rate of this trigger set; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 2.492
P23472                 10:29:23.01  +65:03:00.1  0.202  18.5 D1   2 x 6 min   backup  fading, last spec 25.6 yr ago; DR16 quasar | WHY: P(broad Hbeta fell > 2x) = 0.52, P(continuum dimmed) = 0.06; optical fainter by 0.44 mag since the 489-51930-223 spectrum (ZTF vs synthetic); W1 faded 0.13 mag 2014-24; W1 amplitude 0.48 mag; manifold prior P_hb 0.11, direction neutral; oct27: x1.0 moon, 11 min + 5 overhead -> yield/h 1.963
P25897                 10:49:28.28  +55:39:27.2  0.314  18.7 D1   2 x 8 min   backup  fading, last spec 24.4 yr ago; DR16 quasar | WHY: P(broad Hbeta fell > 2x) = 0.65, P(continuum dimmed) = 0.77; optical fainter by 0.76 mag since the 906-52368-505 spectrum (ZTF vs synthetic); W1 faded 0.84 mag 2014-24; W1 amplitude 0.51 mag; log Edd -0.81; manifold prior P_hb 0.18, direction turn-off-like; oct27: x1.0 moon, 15 min + 5 overhead -> yield/h 1.961
P5546                  21:50:43.24  -00:53:22.7  0.202  18.6 D1   2 x 6 min   backup  fading, last spec 25.2 yr ago; DR16 quasar | WHY: P(broad Hbeta fell > 2x) = 0.55, P(continuum dimmed) = 0.07; optical fainter by 0.21 mag since the 371-52078-136 spectrum (ZTF vs synthetic); W1 faded 0.45 mag 2014-24; W1-W2 bluer by 0.13; W1 amplitude 0.55 mag; manifold prior P_hb 0.13, direction neutral; oct27: x1.0 moon, 12 min + 5 overhead -> yield/h 1.958
P25714                 10:36:33.95  +62:09:39.7  0.149  17.8 D1   2 x 4 min   backup  fading, last spec 24.4 yr ago; DR16 quasar | WHY: P(broad Hbeta fell > 2x) = 0.42, P(continuum dimmed) = 0.05; optical fainter by 0.31 mag since the 773-52376-272 spectrum (ZTF vs synthetic); W1 faded 0.30 mag 2014-24; W1 amplitude 0.52 mag; manifold prior P_hb 0.11, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 1.958
P15347                 08:20:50.48  +47:20:47.6  0.129  18.5 D1   2 x 5 min   backup  fading (IR), last spec 25.8 yr ago; DR16 quasar | WHY: P(broad Hbeta fell > 2x) = 0.48, P(continuum dimmed) = 0.08; optical fainter by 0.10 mag since the 441-51868-450 spectrum (ZTF vs synthetic); W1 faded 0.61 mag 2014-24; W1 amplitude 1.49 mag; manifold prior P_hb 0.21, direction turn-on-like; oct27: x1.0 moon, 10 min + 5 overhead -> yield/h 1.926
P17120                 08:54:22.92  +47:05:53.8  0.184  18.2 D1   2 x 4 min   backup  fading, last spec 24.8 yr ago; DR16 quasar | WHY: P(broad Hbeta fell > 2x) = 0.42, P(continuum dimmed) = 0.04; optical fainter by 0.21 mag since the 764-52238-193 spectrum (ZTF vs synthetic); W1 faded 0.22 mag 2014-24; W1 amplitude 0.45 mag; manifold prior P_hb 0.08, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 1.921
P22346                 10:22:16.83  +41:55:46.0  0.115  18.0 D1   2 x 4 min   backup  flat/unknown, last spec 22.7 yr ago; DR16 quasar | WHY: P(broad Hbeta fell > 2x) = 0.42, P(continuum dimmed) = 0.03; optical brighter by 0.02 mag since the 1358-52994-85 spectrum (ZTF vs synthetic); manifold prior P_hb 0.11, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 1.918
P17280                 08:51:45.94  +11:09:17.6  0.131  18.4 D1   2 x 5 min   backup  fading, last spec 2.8 yr ago; DR16 quasar | WHY: P(broad Hbeta fell > 2x) = 0.48, P(continuum dimmed) = 0.04; optical fainter by 0.38 mag since the 2574-54084-542 spectrum (ZTF vs synthetic); W1 faded 0.25 mag 2014-24; W1 amplitude 0.62 mag; manifold prior P_hb 0.19, direction neutral; oct27: x1.0 moon, 10 min + 5 overhead -> yield/h 1.917
P16249                 08:29:09.15  +56:12:36.4  0.283  18.5 D1   2 x 5 min   backup  fading, last spec 21.7 yr ago; DR16 quasar | WHY: P(broad Hbeta fell > 2x) = 0.46, P(continuum dimmed) = 0.03; optical fainter by 0.28 mag since the 1783-53386-491 spectrum (ZTF vs synthetic); manifold prior P_hb 0.03, direction neutral; oct27: x1.0 moon, 10 min + 5 overhead -> yield/h 1.833
P20088                 09:14:18.72  +54:20:32.7  0.101  17.9 D1   2 x 4 min   backup  fading (IR), last spec 25.4 yr ago; DR16 quasar | WHY: P(broad Hbeta fell > 2x) = 0.39, P(continuum dimmed) = 0.03; optical fainter by 0.20 mag since the 554-52000-364 spectrum (ZTF vs synthetic); W1 faded 0.39 mag 2014-24; W1-W2 bluer by 0.21; W1 amplitude 0.55 mag; manifold prior P_hb 0.24, direction turn-on-like; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 1.82
P24003                 10:09:46.01  +52:34:41.2  0.175  18.1 D1   2 x 4 min   backup  fading (IR), last spec 24.4 yr ago; DR16 quasar | WHY: P(broad Hbeta fell > 2x) = 0.39, P(continuum dimmed) = 0.05; optical fainter by 0.02 mag since the 903-52400-598 spectrum (ZTF vs synthetic); W1 faded 0.31 mag 2014-24; W1 amplitude 0.55 mag; manifold prior P_hb 0.10, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 1.818
P25304                 10:33:21.21  +43:23:02.4  0.229  18.6 D1   2 x 6 min   backup  fading, last spec 22.7 yr ago; DR16 quasar | WHY: P(broad Hbeta fell > 2x) = 0.54, P(continuum dimmed) = 0.07; optical fainter by 0.24 mag since the 1429-52990-109 spectrum (ZTF vs synthetic); manifold prior P_hb 0.05, direction turn-off-like; oct27: x1.0 moon, 13 min + 5 overhead -> yield/h 1.785
P5293                  21:30:15.52  +11:20:09.6  0.123  17.9 D1   2 x 4 min   backup  fading, last spec 24.2 yr ago; DR16 quasar | WHY: P(broad Hbeta fell > 2x) = 0.38, P(continuum dimmed) = 0.02; optical fainter by 0.23 mag since the 730-52466-593 spectrum (ZTF vs synthetic); W1 faded 0.34 mag 2014-24; manifold prior P_hb 0.08, direction neutral; oct27: x1.0 moon, 8 min + 5 overhead -> yield/h 1.76
